date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:37	4816/4816	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Oct%202018%2003:49:28%20GMT	https://www.22codes.com/demo/javascript/superwheel/assets/img/superWheel_standard.png	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/assets/img/superWheel_standard.png	(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:38	1102/1102	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Oct%202018%2003:49:59%20GMT	https://www.22codes.com/demo/javascript/superwheel/templates/horizontal/horizontal.html	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/templates/horizontal/horizontal.html	(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:38	1114/1114	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Oct%202018%2003:49:59%20GMT	https://www.22codes.com/demo/javascript/superwheel/templates/horizontal-arc/horizontal-arc.html	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/templates/horizontal-arc/horizontal-arc.html	(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:38	1114/1114	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Oct%202018%2003:50:01%20GMT	https://www.22codes.com/demo/javascript/superwheel/templates/letter-spacing/letter-spacing.html	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/templates/letter-spacing/letter-spacing.html	(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:38	1177/1177	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Oct%202018%2003:50:07%20GMT	https://www.22codes.com/demo/javascript/superwheel/templates/with-image/with-image.html	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/templates/with-image/with-image.html	(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:39	1176/1176	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Oct%202018%2003:50:07%20GMT	https://www.22codes.com/demo/javascript/superwheel/templates/with-icons/with-icons.html	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/templates/with-icons/with-icons.html	(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:39	2245/2245	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Oct%202018%2003:49:28%20GMT	https://www.22codes.com/demo/javascript/superwheel/assets/img/superWheel_coming.png	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/assets/img/superWheel_coming.png	(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:40	6603/6603	---M-Z	200	added ('OK')	text/html	etag:W/%225cc67e30-19cb%22	https://sweetalert.js.org/	D:/downloadsite/a/sweetalert.js.org/index.html	(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:40	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2016%20May%202019%2008:07:40%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:40	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202019%2008:07:41%20GMT	https://www.googletagmanager.com/robots.txt		(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:40	46/46	---MCZ	200	added ('OK')	text/plain	date:Thu,%2016%20May%202019%2008:07:41%20GMT	https://22codes.com/robots.txt		(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:41	31000/31000	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Oct%202018%2003:50:55%20GMT	https://www.22codes.com/demo/javascript/superwheel/vendor/font-awesome/css/font-awesome.min.css	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/vendor/font-awesome/css/font-awesome.min.css	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:42	14921/14921	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Oct%202018%2003:50:46%20GMT	https://www.22codes.com/demo/javascript/superwheel/vendor/spectrum/spectrum.css	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/vendor/spectrum/spectrum.css	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:42	2693/2693	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Oct%202018%2003:50:32%20GMT	https://www.22codes.com/demo/javascript/superwheel/vendor/prism.css	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/vendor/prism.css	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:42	6843/6843	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Oct%202018%2003:49:23%20GMT	https://www.22codes.com/demo/javascript/superwheel/assets/css/builder.css	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/assets/css/builder.css	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:43	5620/5620	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Oct%202018%2003:50:36%20GMT	https://www.22codes.com/demo/javascript/superwheel/vendor/serializejson.min.js	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/vendor/serializejson.min.js	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:43	8101/8101	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Oct%202018%2003:49:32%20GMT	https://www.22codes.com/demo/javascript/superwheel/assets/js/jquery.easing.1.3.js	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/assets/js/jquery.easing.1.3.js	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:43	79270/79270	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Oct%202018%2003:51:04%20GMT	https://www.22codes.com/demo/javascript/superwheel/vendor/spectrum/spectrum.js	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/vendor/spectrum/spectrum.js	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:43	1536/1536	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Oct%202018%2003:50:18%20GMT	https://www.22codes.com/demo/javascript/superwheel/vendor/jquery.colourbrightness.min.js	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/vendor/jquery.colourbrightness.min.js	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:44	35986/35986	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Oct%202018%2003:50:58%20GMT	https://www.22codes.com/demo/javascript/superwheel/vendor/prism-min.js	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/vendor/prism-min.js	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:44	12806/12806	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Oct%202018%2003:49:31%20GMT	https://www.22codes.com/demo/javascript/superwheel/assets/js/builder.js	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/assets/js/builder.js	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:44	2273/2273	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Oct%202018%2003:49:34%20GMT	https://www.22codes.com/demo/javascript/superwheel/assets/js/scripts.js	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/assets/js/scripts.js	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:44	9892/9892	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jan%202019%2000:09:24%20GMT	https://www.22codes.com/demo/javascript/superwheel/index.html	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/index-2.html	(from https://www.22codes.com/demo/javascript/superwheel/builder.html)
15:07:45	262/262	---MCZ	200	added ('OK')	text/plain	etag:W/%225cdd0d24-1fd%22	https://codecanyon.net/robots.txt		(from https://www.22codes.com/demo/javascript/superwheel/)
15:07:45	2782/2782	---M--	200	added ('OK')	image/png	etag:%229a7fbd1bf1195dfb4c9ec6cc26fe277f%22	https://public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-72x72-precomposed.png	D:/downloadsite/a/public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-72x72-precomposed.png	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:45	5856/5856	---M--	200	added ('OK')	image/png	etag:%22e38ae0192345aa07a18c766bad14e800%22	https://public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-114x114-precomposed.png	D:/downloadsite/a/public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-114x114-precomposed.png	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:46	7897/7897	---M--	200	added ('OK')	image/png	etag:%22e954d9547f8ce2fda99aaadc9bcb253f%22	https://public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-144x144-precomposed.png	D:/downloadsite/a/public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-144x144-precomposed.png	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:46	7897/7897	---M--	200	added ('OK')	image/png	etag:%22e954d9547f8ce2fda99aaadc9bcb253f%22	https://public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-precomposed.png	D:/downloadsite/a/public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-precomposed.png	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:46	213236/213236	---MCZ	200	added ('OK')	text/css	date:Thu,%2009%20May%202019%2003:26:59%20GMT	https://public-assets.envato-static.com/assets/market/pages/default/index-043389a9ebff4f84747585c80ae84542ef2e86be509e751b93d4aa7324758844.css	D:/downloadsite/a/public-assets.envato-static.com/assets/market/pages/default/index-043389a9ebff4f84747585c80ae84542ef2e86be509e751b93d4aa7324758844.css	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:47	190466/190466	---MCZ	200	added ('OK')	text/css	date:Thu,%2009%20May%202019%2003:50:35%20GMT	https://public-assets.envato-static.com/assets/market/core/index-f7af68cb9f1edd852c5ab7a566dcdbcf205fc2e328bc3994e6027063d1b101e0.css	D:/downloadsite/a/public-assets.envato-static.com/assets/market/core/index-f7af68cb9f1edd852c5ab7a566dcdbcf205fc2e328bc3994e6027063d1b101e0.css	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:47	7256/7256	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20May%202019%2000:01:15%20GMT	https://public-assets.envato-static.com/css/cookiebot.css	D:/downloadsite/a/public-assets.envato-static.com/css/cookiebot.css	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:47	13256/13256	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2003%20May%202019%2000:01:33%20GMT	https://public-assets.envato-static.com/assets/market/core/head-df4183f2f1b84caa8ad6707c533e562f18a9eaae2b2e4d2081cf439c23343ad3.js	D:/downloadsite/a/public-assets.envato-static.com/assets/market/core/head-df4183f2f1b84caa8ad6707c533e562f18a9eaae2b2e4d2081cf439c23343ad3.js	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:47	68/68	---M--	200	added ('OK')	image/png	etag:%22978c1bee49d7ad5fc1a4d81099b13e18%22	https://public-assets.envato-static.com/assets/common/transparent-1px-93ae7d494fad0fb30cbf3ae746a39c4bc7a0f8bbf87fbb587a3f3c01f3c5ce20.png	D:/downloadsite/a/public-assets.envato-static.com/assets/common/transparent-1px-93ae7d494fad0fb30cbf3ae746a39c4bc7a0f8bbf87fbb587a3f3c01f3c5ce20.png	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:48	149088/149088	---MCZ	200	added ('OK')	text/html	etag:W/%22af31ffbd4a234218902a372d385c1aae%22	https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259/comments	D:/downloadsite/a/codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259/comments.html	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:49	128474/128474	---MCZ	200	added ('OK')	text/html	etag:W/%221fbfa09f83908b14da9761df6ace450e%22	https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259/support	D:/downloadsite/a/codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259/support.html	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:50	1674/1674	---M--	200	added ('OK')	image/png	etag:%22c5d6e0d1b94de7c032d164b0ced4af46%22	https://s3.envato.com/files/255647452/sperWheel_Thumbnail.png	D:/downloadsite/a/s3.envato.com/files/255647452/sperWheel_Thumbnail.png	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:50	190/190	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202019%2008:07:51%20GMT	https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/full_screen_preview/22764259	D:/downloadsite/a/codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/full_screen_preview/22764259	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:50	12786/12786	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202019%2008:07:51%20GMT	https://codecanyon.img.customer.envatousercontent.com/files/255647453/sperWheel_Preview.png?auto=compress%2Cformat&fit=crop&crop=top&max-h=8000&max-w=590&s=fa387a578b8539570e5556d278ba00bb	D:/downloadsite/a/codecanyon.img.customer.envatousercontent.com/files/255647453/sperWheel_Preview080a.jpg	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:52	49201/49201	---M--	200	added ('OK')	image/jpeg	etag:%22a387e02b9804c4a696d91b94bbec604c%22	https://s3.envato.com/files/255647455/01_preview1.jpg	D:/downloadsite/a/s3.envato.com/files/255647455/01_preview1.jpg	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:53	17334/17334	---M--	200	added ('OK')	image/jpeg	etag:%2254555ce07e376486971954af24798fad%22	https://s3.envato.com/files/255647455/02_preview2.jpg	D:/downloadsite/a/s3.envato.com/files/255647455/02_preview2.jpg	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:54	15693/15693	---M--	200	added ('OK')	image/jpeg	etag:%22a64fe5b69758c904f7deb67fa0303e61%22	https://s3.envato.com/files/255647455/03_closeup.jpg	D:/downloadsite/a/s3.envato.com/files/255647455/03_closeup.jpg	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:55	190/190	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202019%2008:07:56%20GMT	https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/full_screen_preview/22764259	D:/downloadsite/a/codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/full_screen_preview/22764259	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:56	20829/20829	---MCZ	200	added ('OK')	text/html	etag:W/%22a28da79808b3af2a12d3d943267f0044%22	https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/screenshots/22764259	D:/downloadsite/a/codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/screenshots/22764259.html	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:56	206048/206048	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2003%20May%202019%2000:01:33%20GMT	https://public-assets.envato-static.com/assets/market/core/index-5a409d78ea4a9b790a674156a782d0b6d2d0e10cbb82840c5e0b343e6bf0a239.js	D:/downloadsite/a/public-assets.envato-static.com/assets/market/core/index-5a409d78ea4a9b790a674156a782d0b6d2d0e10cbb82840c5e0b343e6bf0a239.js	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:56	573291/573291	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2013%20May%202019%2003:17:23%20GMT	https://public-assets.envato-static.com/assets/market/pages/default/index-4adec2b6c768f1bffdf1af92cfc9dbeec4671f7971ba71577e345e1d9d7b069f.js	D:/downloadsite/a/public-assets.envato-static.com/assets/market/pages/default/index-4adec2b6c768f1bffdf1af92cfc9dbeec4671f7971ba71577e345e1d9d7b069f.js	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:56	1641/1641	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2003%20May%202019%2000:01:33%20GMT	https://public-assets.envato-static.com/assets/market/core/lazyload-5315ade2c4aa09869ae52bad5f4e45ea446b86d4365327a7d9ba005397379ac3.js	D:/downloadsite/a/public-assets.envato-static.com/assets/market/core/lazyload-5315ade2c4aa09869ae52bad5f4e45ea446b86d4365327a7d9ba005397379ac3.js	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:58	35984/35984	---M-Z	200	added ('OK')	application/javascript	etag:%2208c2d748c5d51:0%22	https://consent.cookiebot.com/uc.js	D:/downloadsite/a/consent.cookiebot.com/uc.js	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:58	21/21	---MCZ	404	error ('Not%20Found')	text/javascript	date:Thu,%2016%20May%202019%2008:07:59%20GMT	https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/linkid.js	D:/downloadsite/a/codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/linkid.40.delayed	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:58	44453/44453	---MC-	200	added ('OK')	text/javascript	date:Thu,%2002%20May%202019%2001:33:03%20GMT	https://www.google-analytics.com/analytics.js	D:/downloadsite/a/www.google-analytics.com/analytics.js	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:07:58	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2016%20May%202019%2008:08:00%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/downloadsite/a/www.googletagmanager.com/gtm.425445.delayed	(from https://codecanyon.net/item/super-wheel-super-easy-and-fully-controlled-wheel-of-fortune/22764259)
15:08:00	968/968	---MC-	200	added ('OK')	text/css	date:Thu,%2016%20May%202019%2008:08:00%20GMT	http://fonts.googleapis.com/css?family=Open+Sans:400,300,600,700	D:/downloadsite/a/fonts.googleapis.com/css13b7.css	(from https://www.22codes.com/demo/javascript/superwheel/templates/left/left.html)
15:08:01	6792/6792	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Oct%202018%2003:50:38%20GMT	https://www.22codes.com/demo/javascript/superwheel/templates/left/css/reset.css	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/templates/left/css/reset.css	(from https://www.22codes.com/demo/javascript/superwheel/templates/left/left.html)
15:08:02	26756/26756	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Oct%202018%2003:50:47%20GMT	https://www.22codes.com/demo/javascript/superwheel/templates/left/css/sweetalert2.min.css	D:/downloadsite/a/www.22codes.com/demo/javascript/superwheel/templates/left/css/sweetalert2.min.css	(from https://www.22codes.com/demo/javascript/superwheel/templates/left/left.html)
